,Market Share_total
12851,9.67
12852,9.67
12853,9.610000000000001
12854,9.65
12855,9.510000000000002
12856,9.42
12857,10.84
12858,9.96
12859,11.060000000000002
12860,10.229999999999999
12861,10.51
12862,10.51
12863,10.55
12864,10.27
12865,6.789999999999999
12866,9.2
12867,8.85
12868,6.94
12869,5.720000000000001
12870,5.43
12871,5.580000000000001
12872,6.279999999999999
12873,6.76
12874,6.55
12875,6.67
12876,6.67
12877,4.339999999999999
12878,3.1100000000000003
12879,3.3
12880,3.21
12881,9.870000000000001
12882,9.239999999999998
12883,9.54
12884,9.879999999999999
12885,10.3
12886,10.3
12887,10.059999999999999
12888,9.6
12889,9.42
12890,9.830000000000002
12891,8.419999999999998
12892,9.5
12893,9.5
12894,9.53
12895,7.7
12896,7.69
12897,6.720000000000001
12898,6.17
12899,7.37
12900,6.299999999999999
12901,5.930000000000001
12902,6.76
12903,8.2
12904,8.29
12905,10.22
12906,9.95
12907,10.35
12908,10.52
12909,10.559999999999999
12910,7.12
12911,7.780000000000001
12912,6.88
12913,6.790000000000001
12914,6.45
12915,9.53
12916,7.01
12917,7.910000000000001
12918,7.13
12919,7.67
12920,7.83
12921,7.6
12922,8.990000000000002
12923,9.06
12924,10.600000000000001
12925,6.2299999999999995
12926,6.470000000000001
12927,6.419999999999999
12928,10.0
12929,7.63
12930,7.99
12931,11.750000000000002
12932,10.84
12933,11.09
12934,8.069999999999999
12935,10.57
12936,11.91
12937,12.27
12938,12.209999999999997
12939,12.780000000000001
12940,8.219999999999999
12941,7.790000000000001
12942,9.040000000000001
12943,10.86
12944,7.37
12945,7.970000000000001
12946,5.66
12947,5.89
12948,7.760000000000001
12949,5.590000000000001
12950,6.069999999999999
12951,1.35
12952,9.99
12953,9.450000000000001
12954,9.940000000000001
12955,10.7
12956,9.379999999999999
12957,10.120000000000001
12958,9.190000000000001
12959,11.409999999999998
12960,9.55
12961,9.55
12962,12.209999999999997
12963,7.4799999999999995
12964,9.4
12965,9.62
12966,5.08
12967,9.05
12968,11.239999999999998
12969,9.249999999999998
12970,8.45
12971,11.919999999999998
12972,12.55
12973,12.120000000000001
12974,7.029999999999999
12975,6.970000000000001
12976,7.18
12977,5.720000000000001
12978,8.25
12979,4.750000000000001
12980,5.430000000000001
12981,5.0
12982,5.54
12983,5.590000000000001
12984,7.609999999999999
12985,7.07
12986,4.9
12987,4.9
12988,4.9
12989,4.9
12990,4.9
12991,1.1300000000000001
12992,1.25
12993,1.25
12994,1.25
12995,1.25
12996,7.780000000000001
12997,8.440000000000001
12998,8.440000000000001
12999,8.25
13000,8.25
13001,8.440000000000001
13002,8.440000000000001
13003,8.09
13004,8.09
13005,8.12
13006,8.2
13007,9.46
13008,9.2
13009,9.02
13010,8.669999999999998
13011,8.68
13012,8.68
13013,8.68
13014,8.620000000000001
13015,8.620000000000001
13016,8.620000000000001
13017,8.53
13018,8.510000000000002
13019,6.760000000000001
13020,6.42
13021,7.0
13022,6.459999999999999
13023,5.890000000000001
13024,8.110000000000001
13025,9.41
13026,7.980000000000001
13027,7.980000000000001
13028,8.08
13029,7.55
13030,9.709999999999999
13031,9.2
13032,7.5
13033,11.55
13034,6.159999999999999
13035,5.659999999999999
13036,9.45
13037,8.36
13038,5.85
13039,5.85
13040,5.34
13041,5.0
13042,4.97
13043,6.67
13044,5.800000000000001
13045,5.010000000000001
13046,5.88
13047,5.88
13048,5.88
13049,5.779999999999999
13050,6.93
13051,4.91
13052,5.980000000000001
13053,2.69
13054,9.120000000000001
13055,6.290000000000001
13056,9.28
13057,9.34
13058,9.34
13059,9.34
13060,9.34
13061,9.34
13062,11.48
13063,9.629999999999999
13064,7.679999999999998
13065,9.809999999999999
13066,9.809999999999999
13067,9.48
13068,10.98
13069,11.01
13070,11.020000000000001
13071,11.330000000000002
13072,11.330000000000002
13073,14.86
13074,13.15
13075,13.15
13076,13.23
13077,7.029999999999999
13078,8.53
13079,7.05
13080,9.44
13081,8.16
13082,5.070000000000001
13083,4.48
13084,4.76
13085,1.07
13086,2.2299999999999995
13087,2.2199999999999998
13088,2.69
13089,2.3299999999999996
13090,1.59
13091,3.78
13092,2.88
13093,2.95
13094,6.3999999999999995
13095,7.3199999999999985
13096,12.52
13097,7.94
13098,7.909999999999999
13099,9.27
13100,10.08
13101,13.85
13102,5.54
13103,4.57
13104,5.08
13105,4.36
13106,6.43
13107,6.119999999999999
13108,6.24
13109,10.200000000000003
13110,7.99
13111,10.200000000000003
13112,5.08
13113,2.13
13114,4.01
13115,3.2
13116,3.4900000000000007
13117,3.1199999999999997
13118,4.000000000000001
13119,3.0199999999999996
13120,5.609999999999999
13121,5.77
13122,1.22
13123,2.1999999999999997
13124,1.64
13125,2.53
13126,2.63
13127,2.63
13128,2.63
13129,7.9
13130,2.63
13131,15.87
13132,11.809999999999999
13133,11.42
13134,8.58
13135,9.59
13136,8.16
13137,10.26
13138,8.16
13139,10.26
13140,8.16
13141,10.26
13142,8.16
13143,8.34
13144,7.93
13145,11.059999999999999
13146,11.510000000000002
13147,7.140000000000001
13148,8.1
13149,8.76
13150,11.100000000000001
13151,9.99
13152,19.09
13153,16.770000000000003
13154,16.770000000000003
13155,18.64
13156,18.240000000000002
13157,20.11
13158,19.63
13159,17.52
13160,9.659999999999998
13161,9.02
13162,10.47
13163,6.089999999999999
13164,10.080000000000002
13165,6.089999999999999
13166,9.19
13167,6.83
13168,8.57
13169,6.389999999999999
13170,11.85
13171,14.16
13172,14.51
13173,13.51
13174,22.2
13175,25.040000000000003
13176,22.630000000000003
13177,23.09
13178,12.85
13179,23.72
13180,23.72
13181,30.529999999999994
13182,30.529999999999994
13183,20.040000000000003
13184,11.53
13185,17.53
13186,12.89
13187,10.620000000000001
13188,10.620000000000001
13189,28.4
13190,20.18
13191,19.809999999999995
13192,12.279999999999998
13193,19.890000000000004
13194,12.29
13195,13.930000000000001
13196,4.1899999999999995
13197,5.110000000000001
13198,10.919999999999998
13199,10.919999999999998
13200,10.429999999999998
13201,10.589999999999998
13202,7.720000000000001
13203,7.720000000000001
13204,11.879999999999999
13205,7.55
13206,7.140000000000001
13207,4.13
13208,4.319999999999999
13209,4.83
13210,4.6899999999999995
13211,5.640000000000001
13212,4.720000000000001
13213,3.7
13214,5.549999999999999
13215,4.840000000000001
13216,5.720000000000001
13217,2.0900000000000003
13218,6.410000000000001
13219,2.33
13220,2.7700000000000005
13221,2.7700000000000005
13222,1.4200000000000002
13223,1.8000000000000003
13224,1.5500000000000003
13225,1.5500000000000003
13226,1.8000000000000003
13227,1.23
13228,2.9400000000000004
13229,3.310000000000001
13230,3.5100000000000002
13231,3.3200000000000003
13232,3.4299999999999997
13233,3.8199999999999994
13234,3.8600000000000003
13235,4.98
13236,2.6499999999999995
13237,2.1500000000000004
13238,1.7800000000000005
13239,2.29
13240,2.29
13241,0.63
13242,0.5399999999999999
13243,1.47
13244,0.8400000000000001
13245,1.55
13246,1.8199999999999998
13247,1.1600000000000001
13248,5.130000000000001
13249,2.4699999999999998
13250,1.5000000000000002
13251,2.15
13252,1.4499999999999997
13253,0.9400000000000002
13254,1.36
13255,4.4799999999999995
13256,0.3
13257,3.4899999999999998
13258,3.7099999999999995
13259,0.01
13260,0.7
13261,1.09
13262,2.89
13263,0.32000000000000006
13264,2.3299999999999996
13265,1.51
13266,1.02
13267,1.02
13268,1.17
13269,0.9
13270,1.2499999999999998
13271,1.1800000000000002
13272,1.0299999999999998
13273,0.5099999999999999
13274,1.0400000000000003
13275,1.1300000000000003
13276,0.3999999999999999
13277,0.74
13278,2.63
13279,1.8999999999999997
13280,1.4200000000000002
13281,10.049999999999999
13282,4.980000000000001
13283,4.540000000000001
13284,4.540000000000001
13285,6.7700000000000005
13286,6.7700000000000005
13287,3.6900000000000004
13288,3.6100000000000003
13289,3.7
13290,3.7
13291,3.7300000000000004
13292,7.650000000000001
13293,8.31
13294,8.31
13295,8.31
13296,8.919999999999998
13297,8.95
13298,8.709999999999999
13299,8.69
13300,8.52
13301,11.14
13302,11.85
13303,8.569999999999999
13304,9.579999999999998
13305,9.68
13306,9.68
13307,10.459999999999999
13308,10.42
13309,10.080000000000002
13310,8.120000000000001
13311,8.180000000000001
13312,7.8100000000000005
13313,7.670000000000002
13314,5.539999999999999
13315,7.179999999999998
13316,2.96
13317,5.140000000000001
13318,4.76
13319,3.9900000000000007
13320,6.739999999999999
13321,9.89
13322,10.669999999999998
13323,9.129999999999999
13324,7.13
13325,6.859999999999999
13326,9.47
13327,7.93
13328,7.2799999999999985
13329,6.55
13330,4.57
13331,15.61
13332,9.95
13333,10.12
13334,11.65
13335,10.16
13336,10.6
13337,10.19
13338,9.020000000000001
13339,7.2200000000000015
13340,10.410000000000002
13341,7.110000000000001
13342,4.17
13343,2.7300000000000004
13344,3.5200000000000005
13345,9.140000000000002
13346,6.720000000000001
13347,6.970000000000001
13348,6.7
13349,7.5299999999999985
13350,10.43
13351,12.309999999999999
13352,8.11
13353,8.11
13354,8.209999999999999
13355,6.45
13356,5.76
13357,10.66
13358,11.639999999999999
13359,11.639999999999999
13360,12.84
13361,14.05
13362,14.77
13363,9.350000000000001
13364,10.43
13365,10.010000000000002
13366,10.090000000000002
13367,9.27
13368,9.830000000000002
13369,11.489999999999998
13370,12.02
13371,7.58
13372,7.539999999999999
13373,7.9
13374,7.8199999999999985
13375,9.989999999999998
13376,9.16
13377,9.639999999999999
13378,9.93
13379,7.639999999999999
13380,5.72
13381,6.55
13382,7.639999999999999
13383,6.55
13384,16.770000000000003
13385,16.549999999999997
13386,16.549999999999997
13387,10.05
13388,7.600000000000001
13389,7.600000000000001
13390,7.600000000000001
13391,11.209999999999997
13392,5.85
13393,6.589999999999999
13394,10.74
13395,10.629999999999999
13396,10.959999999999999
13397,9.22
13398,8.440000000000001
13399,7.8100000000000005
13400,6.650000000000001
13401,6.650000000000001
13402,5.91
13403,9.709999999999999
13404,9.720000000000002
13405,10.96
13406,9.079999999999998
13407,8.3
13408,7.0
13409,8.48
13410,9.41
13411,15.370000000000005
13412,16.13
13413,9.790000000000001
13414,7.909999999999999
13415,6.2299999999999995
13416,6.5
13417,7.330000000000001
13418,5.779999999999999
13419,3.63
13420,3.6199999999999997
13421,4.51
13422,4.5200000000000005
13423,6.109999999999999
13424,8.569999999999999
13425,8.04
13426,8.45
13427,8.6
13428,7.68
13429,7.709999999999999
13430,7.05
13431,7.840000000000001
13432,6.640000000000001
13433,6.65
13434,6.14
13435,4.6899999999999995
13436,5.75
13437,5.609999999999999
13438,7.35
13439,6.029999999999999
13440,5.33
13441,8.93
13442,4.380000000000001
13443,4.15
13444,10.95
13445,9.24
13446,9.28
13447,11.83
13448,9.82
13449,7.300000000000002
13450,11.25
13451,4.8999999999999995
13452,8.81
13453,5.26
13454,5.34
13455,5.02
13456,5.16
13457,7.8
13458,8.15
13459,8.91
13460,7.640000000000001
13461,10.959999999999999
13462,6.19
13463,5.999999999999999
13464,4.89
13465,6.75
13466,7.480000000000001
13467,6.18
13468,8.419999999999998
13469,7.729999999999999
13470,6.08
13471,5.58
13472,5.4
13473,6.07
13474,6.13
13475,6.489999999999999
13476,7.909999999999999
13477,9.120000000000001
13478,9.32
13479,6.55
13480,9.760000000000002
13481,9.27
13482,10.059999999999999
13483,11.79
13484,6.760000000000001
13485,5.250000000000001
13486,6.730000000000001
13487,8.09
13488,8.1
13489,7.65
13490,7.980000000000001
13491,10.57
13492,10.57
13493,11.38
13494,11.38
13495,10.04
13496,11.690000000000001
13497,7.330000000000001
13498,11.22
13499,6.959999999999999
13500,8.650000000000002
13501,6.319999999999999
13502,5.6899999999999995
13503,5.09
13504,6.88
13505,6.75
13506,9.729999999999999
13507,13.830000000000002
13508,8.63
13509,12.16
13510,11.110000000000001
13511,8.55
13512,12.02
13513,12.419999999999998
13514,11.66
13515,8.98
13516,7.01
13517,8.379999999999999
13518,7.959999999999999
13519,10.0
13520,10.69
13521,9.0
13522,10.800000000000002
13523,14.01
13524,7.710000000000001
13525,11.3
13526,7.8
13527,7.82
13528,6.01
13529,4.970000000000001
13530,13.09
13531,13.95
13532,11.059999999999999
13533,10.819999999999999
13534,9.23
13535,8.819999999999999
13536,14.98
13537,14.680000000000001
13538,10.209999999999999
13539,10.219999999999999
13540,10.010000000000002
13541,10.03
13542,10.190000000000001
13543,10.89
13544,12.0
13545,10.66
13546,6.35
13547,6.39
13548,6.13
13549,6.379999999999999
13550,7.630000000000001
13551,9.930000000000001
13552,10.67
13553,10.66
13554,13.119999999999996
13555,7.5200000000000005
13556,7.220000000000001
13557,9.43
13558,9.72
13559,9.309999999999999
13560,11.23
13561,10.85
13562,10.41
13563,11.39
13564,7.030000000000001
13565,6.700000000000001
13566,10.760000000000002
13567,6.8
13568,6.849999999999999
13569,8.2
13570,7.459999999999999
13571,6.1
13572,6.04
13573,6.3
13574,6.3
13575,6.3
13576,6.3
13577,8.8
13578,9.0
13579,9.83
13580,8.79
13581,10.7
13582,7.799999999999999
13583,6.5200000000000005
13584,5.140000000000001
13585,7.8
13586,8.739999999999998
13587,8.69
13588,8.399999999999999
13589,8.18
13590,5.230000000000001
13591,4.59
13592,9.56
13593,9.350000000000001
13594,10.37
13595,10.66
13596,12.649999999999997
13597,12.559999999999999
13598,12.5
13599,12.559999999999999
13600,12.779999999999998
13601,12.309999999999999
13602,10.11
13603,9.29
13604,8.16
13605,7.87
13606,6.25
13607,4.819999999999999
13608,4.33
13609,4.79
13610,5.610000000000001
13611,5.280000000000001
13612,6.869999999999999
13613,8.489999999999998
13614,8.419999999999998
13615,9.94
13616,9.360000000000001
13617,8.73
13618,8.53
13619,8.22
13620,7.07
13621,8.41
13622,6.15
13623,8.98
13624,7.979999999999999
13625,7.95
13626,7.51
13627,6.769999999999999
13628,9.430000000000001
13629,8.069999999999999
13630,9.989999999999998
13631,9.77
13632,6.609999999999999
13633,10.18
13634,10.02
13635,10.540000000000001
13636,11.429999999999998
13637,7.8
13638,6.45
13639,8.690000000000001
13640,6.13
13641,6.9399999999999995
13642,8.620000000000001
13643,8.23
13644,7.779999999999999
13645,11.63
13646,8.04
13647,7.849999999999999
13648,7.94
13649,9.46
13650,8.510000000000002
13651,8.01
13652,5.08
13653,6.32
13654,6.11
13655,3.7300000000000004
13656,10.190000000000001
13657,4.89
13658,6.460000000000001
13659,9.61
13660,9.48
13661,6.49
13662,7.750000000000002
13663,6.83
13664,7.340000000000001
13665,6.7
13666,4.65
13667,3.2700000000000005
13668,4.359999999999999
13669,7.5600000000000005
13670,9.42
13671,9.42
13672,8.330000000000002
13673,7.94
13674,7.479999999999999
13675,8.06
13676,6.779999999999999
13677,6.7299999999999995
13678,7.770000000000001
13679,5.3100000000000005
13680,6.1
13681,6.07
13682,6.07
13683,5.74
13684,4.080000000000001
13685,4.5200000000000005
13686,4.88
13687,6.58
13688,5.53
13689,5.66
13690,5.66
13691,5.15
13692,5.15
13693,3.31
13694,3.4299999999999997
13695,3.4299999999999997
13696,3.4299999999999997
13697,7.780000000000001
13698,8.440000000000001
13699,8.440000000000001
13700,8.389999999999999
13701,8.389999999999999
13702,8.440000000000001
13703,8.440000000000001
13704,8.23
13705,8.23
13706,8.259999999999998
13707,8.169999999999998
13708,9.290000000000001
13709,9.829999999999998
13710,9.77
13711,8.239999999999998
13712,8.27
13713,7.93
13714,7.93
13715,7.409999999999999
13716,5.63
13717,5.63
13718,5.819999999999999
13719,4.23
13720,2.7
13721,2.3600000000000003
13722,3.47
13723,4.26
13724,4.300000000000001
13725,6.58
13726,9.489999999999998
13727,7.980000000000001
13728,7.980000000000001
13729,8.08
13730,7.55
13731,9.72
13732,10.12
13733,8.26
13734,11.29
13735,7.85
13736,7.669999999999999
13737,9.47
13738,8.36
13739,5.86
13740,5.86
13741,5.35
13742,5.01
13743,4.9799999999999995
13744,5.749999999999999
13745,6.01
13746,6.0200000000000005
13747,6.05
13748,5.610000000000001
13749,5.5
13750,5.090000000000001
13751,4.360000000000001
13752,6.42
13753,6.69
13754,7.459999999999999
13755,5.85
13756,6.989999999999999
13757,9.4
13758,6.36
13759,6.34
13760,6.159999999999999
13761,6.27
13762,6.07
13763,6.06
13764,6.14
13765,7.340000000000001
13766,9.84
13767,10.22
13768,7.609999999999999
13769,4.95
13770,4.95
13771,5.99
13772,7.370000000000002
13773,7.529999999999999
13774,8.41
13775,11.540000000000001
13776,7.859999999999999
13777,6.5
13778,6.259999999999999
13779,6.239999999999999
13780,4.950000000000001
13781,0.54
13782,0.5700000000000001
13783,0.33999999999999997
13784,2.2800000000000002
13785,2.2399999999999998
13786,2.23
13787,2.81
13788,2.4200000000000004
13789,6.0200000000000005
13790,6.26
13791,3.4699999999999998
13792,5.14
13793,12.2
13794,9.86
13795,6.029999999999999
13796,7.7299999999999995
13797,7.69
13798,7.3
13799,12.6
13800,11.120000000000001
13801,5.090000000000001
13802,4.95
13803,4.42
13804,6.55
13805,3.4
13806,3.0
13807,6.87
13808,13.660000000000002
13809,5.56
13810,13.560000000000002
13811,9.23
13812,10.400000000000002
13813,7.7700000000000005
13814,10.400000000000002
13815,8.97
13816,8.49
13817,5.97
13818,3.4200000000000004
13819,6.02
13820,4.49
13821,6.16
13822,4.54
13823,5.470000000000001
13824,5.909999999999999
13825,5.749999999999999
13826,4.430000000000001
13827,3.71
13828,3.0899999999999994
13829,3.189999999999999
13830,2.86
13831,2.8899999999999997
13832,2.42
13833,2.17
13834,2.23
13835,2.23
13836,2.9
13837,4.1
13838,3.7699999999999996
13839,6.340000000000001
13840,8.079999999999998
13841,9.9
13842,11.209999999999999
13843,8.559999999999999
13844,9.29
13845,8.559999999999999
13846,7.779999999999999
13847,8.709999999999999
13848,8.84
13849,9.03
13850,8.44
13851,10.43
13852,13.439999999999998
13853,13.35
13854,13.35
13855,14.64
13856,13.439999999999998
13857,13.319999999999999
13858,10.739999999999998
13859,17.630000000000003
13860,18.290000000000003
13861,19.1
13862,19.160000000000004
13863,20.49
13864,20.75
13865,20.29
13866,21.389999999999997
13867,11.549999999999999
13868,13.01
13869,9.629999999999999
13870,8.91
13871,9.559999999999999
13872,8.56
13873,8.22
13874,8.83
13875,11.17
13876,7.35
13877,9.92
13878,8.920000000000002
13879,13.420000000000002
13880,15.87
13881,13.760000000000002
13882,9.680000000000001
13883,8.32
13884,22.060000000000002
13885,11.83
13886,25.509999999999998
13887,22.9
13888,22.9
13889,22.62
13890,20.16
13891,23.83
13892,20.2
13893,16.650000000000002
13894,8.8
13895,8.35
13896,7.85
13897,10.620000000000001
13898,17.27
13899,23.499999999999996
13900,19.27
13901,20.619999999999997
13902,17.09
13903,19.080000000000002
13904,16.8
13905,15.940000000000001
13906,12.440000000000001
13907,2.87
13908,4.23
13909,9.089999999999998
13910,9.089999999999998
13911,9.699999999999998
13912,9.7
13913,10.01
13914,11.05
13915,11.05
13916,11.05
13917,11.05
13918,5.720000000000001
13919,3.65
13920,5.0600000000000005
13921,5.0600000000000005
13922,6.29
13923,5.7700000000000005
13924,4.8
13925,4.6899999999999995
13926,4.59
13927,2.6100000000000003
13928,1.7599999999999998
13929,2.0799999999999996
13930,2.5600000000000005
13931,5.739999999999999
13932,4.0200000000000005
13933,3.8200000000000003
13934,7.4
13935,4.840000000000001
13936,5.58
13937,2.92
13938,7.840000000000001
13939,1.9900000000000002
13940,1.9900000000000002
13941,2.6500000000000004
13942,1.77
13943,1.73
13944,1.77
13945,1.77
13946,2.49
13947,1.9200000000000004
13948,1.86
13949,3.0300000000000002
13950,2.3400000000000003
13951,2.0200000000000005
13952,2.8200000000000003
13953,2.79
13954,2.66
13955,3.6499999999999995
13956,3.2400000000000007
13957,2.97
13958,6.2299999999999995
13959,3.79
13960,3.5800000000000005
13961,3.5800000000000005
13962,6.289999999999999
13963,2.8600000000000003
13964,2.2299999999999995
13965,3.789999999999999
13966,2.0799999999999996
13967,2.1399999999999997
13968,2.04
13969,2.17
13970,1.9100000000000001
13971,2.3199999999999994
13972,2.28
13973,2.13
13974,2.36
13975,1.8900000000000001
13976,1.65
13977,1.8800000000000001
13978,2.06
13979,1.8199999999999998
13980,1.85
13981,0.7
13982,1.17
13983,0.9
13984,2.22
13985,3.960000000000001
13986,1.22
13987,2.1700000000000004
13988,1.1299999999999997
13989,0.71
13990,0.41
13991,1.09
13992,0.13999999999999999
13993,0.18
13994,0.24000000000000005
13995,0.21000000000000002
13996,0.5900000000000001
13997,0.4800000000000001
13998,0.5
13999,0.9199999999999999
14000,0.8899999999999999
14001,1.01
14002,1.92
14003,0.9099999999999999
14004,0.8699999999999999
14005,0.95
14006,0.7100000000000001
14007,1.19
14008,1.4500000000000004
14009,1.5500000000000003
14010,0.82
14011,1.0699999999999998
14012,0.76
14013,1.6
14014,1.32
14015,1.98
14016,4.0600000000000005
14017,5.8
14018,7.739999999999999
14019,6.260000000000001
14020,6.340000000000001
14021,3.5200000000000005
14022,3.560000000000001
14023,3.7300000000000004
14024,12.37
14025,8.2
14026,5.09
14027,8.86
14028,8.679999999999998
14029,8.76
14030,8.76
14031,8.76
14032,8.709999999999999
14033,8.69
14034,8.52
14035,11.14
14036,11.85
14037,8.639999999999999
14038,9.66
14039,9.66
14040,9.669999999999998
14041,9.669999999999998
14042,9.819999999999999
14043,9.72
14044,9.72
14045,8.83
14046,8.639999999999999
14047,8.43
14048,8.47
14049,5.14
14050,8.45
14051,5.62
14052,11.469999999999999
14053,4.69
14054,4.700000000000001
14055,5.08
14056,7.07
14057,11.42
14058,10.09
14059,11.08
14060,9.83
14061,4.9399999999999995
14062,12.72
14063,12.16
14064,7.08
14065,11.6
14066,7.38
14067,7.219999999999999
14068,7.6899999999999995
14069,5.5
14070,5.62
14071,3.9299999999999997
14072,15.389999999999997
14073,9.95
14074,6.7700000000000005
14075,9.36
14076,8.530000000000001
14077,4.36
14078,13.0
14079,13.23
14080,13.109999999999996
14081,13.430000000000001
14082,5.8100000000000005
14083,13.26
14084,9.809999999999999
14085,10.0
14086,7.160000000000001
14087,10.639999999999999
14088,7.909999999999999
14089,6.360000000000001
14090,7.17
14091,9.790000000000001
14092,12.1
14093,8.639999999999999
14094,8.639999999999999
14095,8.739999999999998
14096,7.409999999999999
14097,6.720000000000001
14098,11.190000000000001
14099,12.690000000000001
14100,12.719999999999999
14101,12.9
14102,14.48
14103,15.2
14104,15.2
14105,15.2
14106,13.959999999999999
14107,11.74
14108,11.400000000000002
14109,11.19
14110,10.129999999999999
14111,12.41
14112,12.379999999999999
14113,6.720000000000001
14114,10.81
14115,12.499999999999998
14116,9.63
14117,8.940000000000001
14118,8.59
14119,10.220000000000002
14120,8.04
14121,9.870000000000001
14122,5.42
14123,4.97
14124,7.83
14125,5.119999999999999
14126,6.26
14127,7.83
14128,6.26
14129,15.62
14130,15.790000000000001
14131,15.790000000000001
14132,9.780000000000001
14133,7.620000000000002
14134,7.620000000000002
14135,7.610000000000002
14136,9.629999999999999
14137,10.42
14138,10.870000000000001
14139,12.760000000000002
14140,11.02
14141,8.37
14142,11.28
14143,10.350000000000001
14144,10.260000000000002
14145,10.06
14146,11.23
14147,11.5
14148,9.25
14149,12.809999999999999
14150,8.499999999999998
14151,8.02
14152,8.75
14153,8.98
14154,9.68
14155,10.289999999999997
14156,17.48
14157,16.13
14158,10.870000000000001
14159,8.689999999999998
14160,6.789999999999999
14161,7.8100000000000005
14162,9.559999999999999
14163,10.24
14164,12.69
14165,9.860000000000001
14166,12.040000000000001
14167,11.700000000000001
14168,9.400000000000002
14169,7.4300000000000015
14170,7.07
14171,5.72
14172,5.33
14173,8.9
14174,7.110000000000001
14175,5.9399999999999995
14176,6.26
14177,5.270000000000001
14178,10.13
14179,11.059999999999999
14180,10.43
14181,11.93
14182,7.970000000000001
14183,8.39
14184,7.840000000000001
14185,8.540000000000001
14186,8.93
14187,11.2
14188,4.720000000000001
14189,5.22
14190,4.51
14191,11.26
14192,11.26
14193,10.09
14194,10.64
14195,10.440000000000001
14196,15.34
14197,5.4399999999999995
14198,8.56
14199,8.190000000000001
14200,12.07
14201,7.840000000000001
14202,6.079999999999999
14203,6.5
14204,7.609999999999999
14205,6.45
14206,5.630000000000001
14207,6.45
14208,5.24
14209,6.83
14210,4.970000000000001
14211,9.92
14212,9.86
14213,6.43
14214,9.93
14215,9.61
14216,7.69
14217,10.75
14218,10.34
14219,13.459999999999999
14220,7.589999999999999
14221,13.540000000000001
14222,13.370000000000001
14223,11.27
14224,9.74
14225,13.23
14226,13.160000000000002
14227,16.09
14228,11.830000000000002
14229,7.1800000000000015
14230,8.1
14231,10.610000000000001
14232,10.709999999999999
14233,6.45
14234,5.86
14235,4.03
14236,5.000000000000001
14237,9.239999999999998
14238,9.379999999999999
14239,12.1
14240,9.85
14241,9.8
14242,10.830000000000002
14243,12.28
14244,12.719999999999999
14245,12.25
14246,15.3
14247,13.700000000000003
14248,13.929999999999998
14249,12.91
14250,13.389999999999997
14251,13.870000000000001
14252,12.559999999999999
14253,12.319999999999999
14254,14.620000000000001
14255,11.68
14256,11.52
14257,10.94
14258,5.970000000000001
14259,5.979999999999999
14260,4.09
14261,12.270000000000001
14262,12.959999999999999
14263,13.95
14264,11.66
14265,10.819999999999999
14266,9.66
14267,13.270000000000001
14268,10.040000000000001
14269,9.25
14270,9.419999999999998
14271,10.21
14272,9.17
14273,11.309999999999999
14274,9.5
14275,9.02
14276,11.040000000000001
14277,12.330000000000002
14278,12.919999999999998
14279,12.23
14280,12.110000000000001
14281,12.819999999999999
14282,12.77
14283,12.54
14284,12.54
14285,12.58
14286,11.65
14287,14.51
14288,7.540000000000001
14289,7.140000000000001
14290,12.52
14291,9.95
14292,8.04
14293,10.180000000000003
14294,6.45
14295,6.42
14296,4.92
14297,3.8899999999999997
14298,8.58
14299,9.89
14300,9.970000000000002
14301,10.040000000000001
14302,8.73
14303,7.5699999999999985
14304,10.419999999999998
14305,9.65
14306,12.440000000000001
14307,12.959999999999999
14308,12.959999999999999
14309,12.39
14310,11.82
14311,11.870000000000001
14312,11.399999999999999
14313,14.530000000000001
14314,7.289999999999999
14315,7.3
14316,8.349999999999998
14317,11.989999999999998
14318,6.760000000000001
14319,6.090000000000001
14320,4.94
14321,5.99
14322,7.38
14323,7.349999999999999
14324,7.2299999999999995
14325,6.889999999999999
14326,4.3100000000000005
14327,3.7800000000000002
14328,9.979999999999999
14329,12.39
14330,12.35
14331,12.52
14332,12.43
14333,12.55
14334,13.179999999999998
14335,13.5
14336,13.539999999999997
14337,11.52
14338,10.389999999999999
14339,10.05
14340,10.28
14341,9.639999999999999
14342,9.84
14343,4.590000000000001
14344,4.32
14345,4.6
14346,4.209999999999999
14347,3.7699999999999996
14348,3.5700000000000003
14349,6.0200000000000005
14350,4.950000000000001
14351,5.870000000000001
14352,7.409999999999999
14353,10.31
14354,11.029999999999998
14355,13.120000000000001
14356,10.35
14357,7.529999999999999
14358,12.400000000000002
14359,12.560000000000002
14360,8.2
14361,6.49
14362,6.029999999999999
14363,8.190000000000001
14364,5.9799999999999995
14365,4.0200000000000005
14366,8.52
14367,8.58
14368,7.220000000000001
14369,8.42
14370,12.250000000000002
14371,11.17
14372,9.45
14373,10.52
14374,10.180000000000001
14375,11.0
14376,10.720000000000002
14377,10.91
14378,13.029999999999998
14379,13.310000000000002
14380,12.709999999999999
14381,12.98
14382,12.59
14383,12.329999999999998
14384,11.66
14385,14.430000000000001
14386,7.85
14387,7.509999999999998
14388,11.23
14389,8.07
14390,7.139999999999999
14391,6.470000000000001
14392,5.049999999999999
14393,8.26
14394,5.1
14395,6.07
14396,3.4099999999999993
14397,8.32
14398,9.88
14399,8.849999999999998
14400,8.8
14401,10.77
14402,8.68
14403,8.25
14404,7.840000000000001
14405,7.01
14406,8.85
14407,11.599999999999998
14408,11.55
14409,11.599999999999998
14410,11.73
